#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1661309985254636655,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985254678847,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985298568530,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985298583749,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985298596178,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985298622541,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985342551462,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985342574350,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985342603599,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985342614216,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985386590702,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985386627784,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985386647658,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985386664070,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985386701282,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985430560812,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985430579219,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985430600754,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985430608159,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985433321244,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985443519450,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985486626409,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985486649747,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985486690850,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985486712298,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985530610544,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985530632018,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985530668413,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985530689854,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985574580981,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985574640686,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985574675459,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985574701368,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985574721347,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985618641807,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985618666495,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985618698794,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985618720356,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985622823672,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985632869980,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985674588844,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985674614876,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985674627261,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985674643550,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985718589611,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985718616267,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985718628911,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985718665113,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985762633946,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985762660649,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985762689283,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985762712641,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985806628458,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985806678288,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985806711551,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985806727719,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985806746786,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985850641650,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985850672103,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985850689017,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985850716681,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985852604604,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985863107487,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985906590136,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985906614755,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985906637354,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985906657775,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985950640164,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985950662566,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985950674758,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985950694074,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985994614158,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985994637895,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985994656936,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985994670874,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309985994687898,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986038573867,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986038593438,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986038622543,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986038638350,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986042648104,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986052477042,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986094586285,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986094609255,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986094644423,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986094664474,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986138617483,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986138641934,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986138670735,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986138698804,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986182675209,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986182704463,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986182720417,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986182748768,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986226590242,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986226614820,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986226626519,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986226638632,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986226679778,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986270649846,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986270678157,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986270705852,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986270731877,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986273426170,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986282761242,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986326600828,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986326626565,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986326641944,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986326672162,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986370636114,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986370661945,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986370677526,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986370702355,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986414608491,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986414638859,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986414661200,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986414684161,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986414709811,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986458629739,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986458656667,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986458668014,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986458684372,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986462618249,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986472489988,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986514576269,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986514598729,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986514622124,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986514647574,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986558579486,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986558611447,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986558627911,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986558655341,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986602592436,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986602615820,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986602655969,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986602687312,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986646556334,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986646572917,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986646582543,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986646598129,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986646630257,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986690566600,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986690609004,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986690621907,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986690651595,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986692592700,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986702447743,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986742627199,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986742654700,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986742668783,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986786606127,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986786636450,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986786653959,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986786684647,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986786710713,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986830603647,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986830623341,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986830647032,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986830662808,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986832085177,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986842294116,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986882579349,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986882606247,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986882651071,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986926594948,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986926610229,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986926633079,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986926647011,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986926675060,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986970620824,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986970677024,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986970702730,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986970727406,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986973148818,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309986982648651,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987026610236,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987026640172,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987026655743,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987026679414,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987070610109,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987070627315,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987070648036,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987070655901,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987114591417,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987114614124,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987114649178,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987114676195,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987114693613,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987158615400,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987158645146,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987158663111,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987158674043,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987162824222,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987172920039,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987214626915,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987214651375,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987214670434,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987214680852,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987258608214,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987258625400,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987258648813,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987258662239,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987302611993,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987302630630,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987302658194,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987302683009,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987346599807,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987346622883,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987346647356,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987346656422,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987346699269,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987390610327,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987390636240,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987390648126,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987390674944,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987392218116,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987402186036,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987442617747,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987442649085,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987442664266,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987486588636,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987486625087,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987486642798,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987486660164,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987486684938,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987530581802,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987530628922,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987530655366,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987530674666,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987532732117,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987542239182,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987582598158,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987582626333,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987582638594,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987582655983,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987626666252,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987626701599,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987626719156,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987626745993,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987670647017,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987670676338,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
1661309987670718635,0.0,0.0,0.029906120151281357,1.0,0.0,0.0,0.0
